years_experience,salary
15.25,76351
7.74,45732
11.21,57144
9.69,67246
7.71,48602
24.57,79822
7.17,43481
2.22,32230
18.48,76416
14.76,61628
4.56,35884
13.05,56028
24.74,95642
1.08,21280
17.84,72203
4.07,29509
12.69,66533
22.22,82796
6.08,44508
9.4,62051
15.04,73529
24.82,85420
27.25,88803
22.09,87430
24.78,96624
18.28,70818
26.39,94123
19.3,74807
15.36,62116
15.53,56308
6.58,51974
3.25,40178
5.03,31153
13.72,62844
11.23,47648
20.88,85496
14.32,57847
1.43,27113
24.8,87492
18.74,66414
1.56,15000
18.46,73749
13.82,55194
24.76,82956
5.49,43828
0.52,29969
10.31,53226
21.77,74265
4.5,37081
22.05,75808
1.16,23498
10.91,51837
14.46,69776
17.33,71324
1.76,26260
23.45,84436
11.21,53683
8.03,42595
21.23,75253
6.66,45806
25.58,93457
11.79,61205
0.21,24926
14.72,70210
10.25,55698
4.23,31599
19.14,73343
23.58,79836
5.66,47522
23.61,90382
7.31,52926
0.8,33833
24.33,75643
13.28,63354
19.27,79229
29.26,89468
12.3,51329
4.49,46743
13.78,54793
5.23,39702
1.87,26643
5.39,42184
7.35,35402
11.14,55468
10.33,63885
15.76,77337
26.13,90830
22.47,81291
24.79,91124
19.9,60794
26.28,88796
23.69,81439
26.73,86192
4.26,34649
13.42,63356
24.97,91598
20.54,72909
20.35,75296
2.55,29535
22.98,79977
19.45,84682
21.95,72054
14.23,62291
3.41,32997
10.77,52967
10.54,53705
2.95,44162
13.69,65305
14.78,63448
20.11,75658
13.04,67240
22.37,75782
8.63,52312
11.24,55246
22.8,77644
2.0,33750
1.93,30795
29.56,95466
7.46,46335
15.59,78862
22.81,72266
2.78,31256
17.82,73827
23.0,84765
5.09,38392
7.08,31369
11.22,54717
4.27,26713
14.48,56973
12.77,47965
15.62,69256
13.06,57445
11.21,58278
1.93,28028
3.86,37132
12.69,66886
25.95,87192
27.08,94925
15.23,64110
16.53,65960
10.38,58024
27.42,98689
4.61,35278
23.26,86836
7.58,47865
7.22,41847
17.84,68875
6.57,40857
15.52,54797
10.98,50795
2.11,38686
28.84,98157
23.22,81743
4.94,43302
23.68,86248
10.0,61471
23.0,83237
11.69,45966
0.89,26986
27.23,100164
14.75,73090
6.83,41761
15.14,61538
23.79,91117
22.62,77614
19.45,78207
27.25,92501
3.54,42639
22.42,89946
10.25,48123
5.87,39965
6.93,50331
12.02,59071
28.95,96728
3.62,33341
19.97,82536
5.53,43284
13.66,59867
16.26,59784
11.21,57932
27.12,90875
27.54,105193
19.67,83007
8.47,54550
11.72,62992
0.03,25485
3.15,26387
2.57,30908
28.6,89999
0.5,22613
17.37,70408
13.21,63370
27.99,87780
25.15,94848
0.39,21017
15.28,64505
0.14,15000
5.34,35545
24.06,83188
23.77,89116
14.78,57377
11.5,57666
24.41,80407
27.26,102413
24.91,85607
13.5,61342
10.05,48317
2.61,31584
1.43,36732
4.51,34003
11.07,62603
1.94,24491
27.49,94593
23.14,78173
14.7,77198
22.87,83919
19.86,78076
28.21,100569
12.75,54158
27.58,93582
15.78,58169
9.94,51529
2.62,29320
9.29,58921
25.64,84908
9.8,56060
7.73,41243
11.26,55123
11.74,54949
25.42,83853
4.42,30324
3.11,27627
1.49,35401
28.13,103506
0.08,32252
19.88,64802
20.35,71925
21.64,80364
9.56,61182
0.21,15895
19.73,80183
29.66,89004
18.92,66847
24.97,86250
15.58,74031
25.53,87445
0.21,28447
18.37,69693
23.19,85220
18.85,74603
26.91,95610
11.77,57105
6.51,52855
20.62,78043
11.33,56882
13.74,51128
16.49,73189
5.43,34949
20.28,72248
24.0,80931
19.96,71677
22.84,88272
14.41,58598
5.44,34149
9.95,54660
3.52,37869
18.39,69326
22.32,86295
0.3,27762
26.53,92292
13.17,69230
25.01,88530
8.45,50119
21.56,70808
23.79,87034
8.92,49124
20.33,77831
18.3,67349
1.06,20045
14.02,53818
24.54,90693
7.66,44625
9.92,53314
21.53,88965
19.15,73018
14.62,56052
15.61,73711
29.75,109976
7.48,42519
4.97,38997
12.45,71067
1.76,29922
28.36,95821
24.56,86397
7.16,32814
0.92,20291
23.41,75226
12.38,60732
22.66,80851
11.18,59561
9.06,46245
12.57,49463
1.14,27604
19.56,73578
23.46,91822
5.13,35063
25.88,79482
7.55,52337
20.65,78348
4.96,35181
19.58,78387
15.2,61903
28.89,101375
24.91,77188
18.12,77679
4.67,51598
20.02,68495
17.81,73740
4.56,43473
4.22,37816
10.75,55578
22.89,85194
27.4,102765
13.28,57755
20.55,82255
27.8,91550
27.79,111619
8.43,40579
23.95,86823
6.07,41743
27.52,88363
10.45,46199
9.89,53081
10.38,57703
23.6,83758
25.5,86248
25.38,97996
24.5,86376
2.77,41666
9.24,49609
4.31,37448
14.9,63202
11.67,61544
13.86,64365
26.19,81610
22.59,83860
20.49,75408
11.85,50889
12.42,57087
9.96,61214
1.07,29257
4.61,35300
16.5,59174
22.69,92271
19.67,74586
22.98,78440
19.68,78086
26.99,100148
29.66,86723
9.43,54775
1.15,24250
9.12,45457
7.47,39841
7.72,40010
24.17,84526
23.02,83194
12.78,56326
20.6,77221
25.23,85837
9.59,49756
21.76,78091
21.98,85602
6.19,49854
20.97,76408
6.2,41376
1.93,38211
14.43,66571
29.11,99426
25.23,86061
26.55,97797
6.72,44434
18.41,71712
8.85,61174
11.05,53382
1.71,18902
12.73,59449
6.69,51766
1.69,25020
13.27,47835
16.25,61382
11.99,60763
22.04,82394
19.94,85460
12.01,56707
10.09,48118
16.67,71109
18.17,76369
26.52,94208
6.09,43994
6.96,49442
6.18,57869
15.27,55807
13.82,52037
19.84,73324
15.2,66958
2.33,37826
23.76,84574
17.41,60475
21.19,75095
29.19,98861
5.67,43008
27.69,96488
3.89,43927
21.95,84152
3.5,38660
18.41,71900
27.19,102445
5.45,35382
9.93,71849
21.01,64677
13.29,56006
19.53,81363
28.58,95290
12.5,63985
28.22,83867
12.39,61244
4.93,35046
9.52,48497
1.88,34565
14.48,56215
13.72,59156
9.77,55067
3.94,34068
17.0,70476
14.96,62394
26.69,93288
10.11,59786
26.96,100174
22.48,74304
22.43,80356
22.5,74257
6.97,44594
7.59,48394
28.18,91695
25.21,85605
16.87,66941
10.25,53276
25.18,88927
7.75,40293
24.31,81558
0.03,25073
27.68,92395
25.55,91903
25.24,82961
14.47,56969
12.69,51685
8.0,43270
3.57,23416
5.22,34118
13.83,63917
22.26,83154
5.79,43346
15.66,72646
20.64,82704
11.3,68768
4.35,52037
7.67,49885
6.27,37402
19.8,79086
20.01,72938
1.06,33773
1.18,30308
22.04,86914
27.34,92038
21.46,93372
4.27,41649
4.16,31907
14.98,61476
7.53,36860
19.54,82546
1.97,36857
7.96,55360
9.15,50370
18.14,77154
3.25,29683
20.04,75999
26.54,84935
21.87,84126
25.44,91795
11.51,53707
26.12,92919
18.16,75245
21.81,90638
8.85,42121
19.15,70981
28.76,101117
14.22,58156
4.49,37843
20.67,76671
27.4,92717
5.81,46713
9.21,52839
0.37,29414
1.52,24559
21.5,85097
24.68,72106
17.65,72310
29.29,91588
5.28,54830
21.71,78949
18.29,78931
24.07,79922
26.27,88752
23.04,78792
23.03,82278
14.01,66135
5.55,46424
17.12,71978
11.64,57017
13.87,67089
9.52,49429
27.47,93729
23.65,85061
28.56,96859
1.59,28886
9.16,55869
6.96,42710
25.24,86178
6.67,58356
20.32,83598
6.0,36623
7.71,43591
19.16,78840
10.94,52741
3.58,39910
10.13,51079
23.3,87500
17.23,73659
5.16,47878
9.87,49072
17.6,73790
25.11,83517
7.05,54194
13.63,65251
19.34,68309
5.93,41823
7.44,54107
17.1,65662
11.29,43482
6.93,45211
13.68,55135
20.93,69695
12.09,51369
11.53,47938
25.66,85283
11.76,58697
0.05,25129
5.5,42248
19.2,76967
9.18,39741
16.75,59538
1.94,29757
29.84,101532
22.34,76706
4.61,46480
8.88,49977
0.79,37487
15.25,71051
11.51,56747
11.78,57536
3.11,33620
17.92,70648
4.61,37434
4.5,41158
0.63,24421
6.75,38373
19.4,69074
1.54,34714
26.98,93515
9.92,46817
1.84,24844
11.35,63468
14.88,59204
22.9,82815
9.81,59181
25.08,87006
22.16,79767
14.18,57246
0.73,27036
7.42,44231
12.94,52177
17.22,69495
5.43,41001
26.74,84165
14.44,60851
8.19,49811
8.93,45311
15.11,62453
7.86,39898
26.88,96849
3.64,43601
15.04,72451
9.77,47076
20.87,75758
5.82,45406
20.72,73068
17.63,65027
27.87,86812
25.16,75512
14.65,53373
22.95,73080
12.1,47625
17.95,68509
26.38,90709
21.61,78462
9.07,67473
7.7,48186
19.8,74945
12.45,37539
19.62,75784
22.32,85275
20.08,79771
0.46,26363
4.67,38796
25.2,83178
21.1,79660
16.54,62221
0.58,30521
18.19,73439
9.63,41564
18.61,69867
2.5,41326
17.36,72467
21.7,87963
1.42,32713
4.88,37913
9.2,56932
29.09,94457
5.78,38120
27.73,102554
23.39,89281
12.39,57888
14.89,65742
7.88,47809
6.19,33741
25.74,91884
18.07,73432
13.91,70560
25.26,85967
5.81,37929
3.26,38215
5.31,46104
10.2,37377
15.18,64453
20.18,75216
3.27,36228
11.45,52458
19.13,71158
13.16,54969
20.14,72449
3.8,37568
1.8,25900
5.53,39498
4.33,35794
26.93,91860
28.8,96164
25.25,90875
16.43,70877
12.03,58211
2.29,27256
29.83,87563
19.77,68872
17.41,75053
18.15,78752
23.63,82249
28.2,84348
16.29,78677
19.17,63588
29.06,92768
9.37,47290
21.81,82794
7.97,46359
19.69,80706
18.99,75358
16.54,64156
4.71,34160
24.7,95383
4.51,40774
14.93,56898
0.66,38856
12.79,58681
11.43,49920
3.03,35974
12.73,57684
19.08,66431
6.16,40370
6.72,39868
9.96,58347
19.56,70653
27.5,97498
25.98,85518
25.57,84281
29.27,94234
7.09,50430
16.72,69646
15.02,63861
12.2,62285
9.38,39094
3.66,44742
19.53,71691
3.69,31269
11.69,55599
13.86,64944
23.69,79610
16.41,66068
15.16,58968
17.26,68137
1.8,33908
6.53,45321
10.27,50361
28.6,87324
15.31,58988
4.18,33915
28.17,105599
22.94,79791
26.67,100827
2.67,30258
8.36,55722
14.78,60049
8.77,55849
22.16,79161
21.39,79396
25.86,84148
27.69,100513
15.54,66018
0.3,22261
11.74,57556
29.64,101304
23.76,80000
20.29,82269
23.77,82932
16.13,63259
13.62,67412
20.46,77588
29.95,106300
23.72,80658
15.89,64159
9.39,48380
29.68,103477
8.58,43933
15.84,61123
9.19,55560
18.86,70833
24.93,88365
4.14,46932
26.06,88347
3.96,36757
11.47,42396
0.59,23498
29.46,99701
26.16,90758
2.0,31843
22.07,83310
1.24,38791
28.68,100472
20.11,58236
11.48,55400
20.83,71025
2.62,44628
4.56,43780
13.43,52879
7.48,31338
24.55,93127
15.31,65758
23.82,83666
26.4,88008
19.33,79660
13.34,61908
22.06,88965
0.65,30804
26.81,97610
0.72,23467
8.55,33739
22.97,76276
5.07,39560
23.44,80407
6.41,50430
18.51,78253
6.63,36360
27.17,90734
6.01,40634
16.42,61103
1.37,34218
18.38,70213
13.65,55392
15.19,68090
17.25,68090
17.15,72279
28.1,94171
19.85,78436
5.63,33637
27.41,88624
17.82,66121
27.71,90153
29.41,109558
21.91,78923
27.25,82885
28.75,88807
15.71,65937
2.04,32972
14.82,59651
27.58,107049
19.86,77475
26.43,88373
22.4,90241
7.09,44006
11.42,67302
6.64,38837
4.88,32475
1.34,35271
20.6,69827
5.71,39763
29.85,98999
17.5,73248
24.93,89047
16.11,67589
10.19,49765
27.47,100599
26.83,96725
25.08,85290
22.51,80360
29.46,105465
10.48,50192
26.65,97691
26.66,88278
14.33,67855
25.82,87922
20.84,78542
25.07,90821
28.48,101523
9.76,51977
22.52,81997
15.23,59500
16.29,67240
15.06,69614
3.47,31998
26.5,93914
14.05,57580
7.72,48175
28.05,82414
9.96,53454
2.36,32686
10.14,53279
22.45,89083
23.71,87471
9.15,46586
22.53,75658
24.06,88109
14.4,62677
17.94,61975
23.7,82635
12.02,55867
17.34,70986
17.85,72133
3.57,34173
2.74,33319
28.14,90404
12.17,52799
17.29,76402
19.71,66064
22.19,73336
13.51,63297
0.2,21612
1.37,36251
20.57,74673
19.49,78671
19.16,78632
0.91,22325
15.34,64473
13.55,55531
8.01,44352
14.89,61554
26.85,98226
19.71,80280
5.84,36844
15.49,66040
1.0,26052
27.74,96406
23.81,81635
29.97,100709
19.41,69748
10.06,55963
23.36,81758
7.88,51630
19.59,66739
14.87,64189
25.56,97331
23.74,74755
24.06,83674
16.43,68351
27.71,90577
10.01,56969
16.57,67992
25.53,90578
28.32,80152
8.31,46759
28.21,92920
9.48,47972
22.84,82581
27.87,79127
11.9,58862
20.1,73214
0.31,32622
28.19,91595
23.85,80734
12.19,54722
28.51,96192
2.61,27441
2.96,33635
20.14,77463
3.17,32451
25.54,84832
25.88,97456
13.11,57686
6.15,39266
21.22,72079
26.68,88886
9.0,52811
23.3,83973
17.57,75762
28.36,92183
4.06,36357
5.33,40210
27.82,103693
25.14,86218
2.68,39149
19.07,74512
5.19,38148
10.12,63178
24.91,89448
8.41,36344
0.76,38352
18.9,75866
22.38,82479
1.21,26663
9.79,51394
13.0,62547
11.45,52340
8.79,48333
13.93,66342
7.95,58209
0.01,30678
6.75,44673
28.01,96919
28.53,108055
18.23,73900
1.14,33978
11.57,49723
10.91,57659
12.47,57255
29.43,95408
17.48,68840
1.15,39801
2.31,34826
20.7,76847
10.09,44236
26.41,82701
22.15,85530
13.75,61503
29.15,101878
5.62,45459
22.54,83015
20.2,62531
20.99,78361
20.97,76113
17.79,75112
2.89,31766
12.12,50738
3.31,32390
28.92,95405
9.23,45028
0.28,36657
25.37,94434
29.45,103874
15.39,60942
9.49,65483
10.54,52374
5.95,45174
17.67,71152
16.08,66217
9.26,42718
1.26,25167
24.2,73572
12.68,46570
10.83,50963
10.46,58422
7.42,41640
22.9,75483
2.69,32611
14.6,60716
0.58,19619
22.79,88459
10.55,52331
23.48,83452
5.99,43065
4.88,42919
24.23,83387
28.59,92378
8.47,58667
2.12,17810
24.05,77720
13.75,59263
5.39,33964
27.95,82348
21.52,87535
22.81,85562
14.07,61193
26.01,84101
22.59,87887
9.68,54719
13.28,59063
5.22,41103
18.84,70312
12.21,56042
16.42,83849
29.91,101250
28.38,94853
22.52,88847
26.75,91415
13.6,65686
21.85,77342
21.49,87604
10.99,64727
5.31,52333
28.89,97201
18.92,60132
22.17,86642
18.81,63903
17.96,65644
26.38,82019
28.72,95602
10.01,46627
0.58,17145
16.89,66213
17.48,68944
28.59,100474
21.43,80127
18.93,82602
24.97,96518
20.76,64134
4.72,38452
8.54,45451
6.84,49999
27.33,93344
15.28,61238
16.01,71459
29.09,92872
2.78,34360
3.59,41147
23.7,76783
11.97,60054
9.13,48115
1.77,30311
21.29,83518
22.55,80937
4.29,38434
11.46,67483
8.69,45964
24.96,84562
23.58,85570
27.45,87461
27.9,93418
3.9,35273
26.27,92488
1.93,41095
17.63,70155
28.86,86389
8.72,51662
1.3,34751
7.54,48068
18.82,81222
24.77,88505
5.17,38529
24.91,97952
3.67,23454
24.95,92280
7.72,41963
23.23,80549
21.31,81204
25.33,82066
2.0,36962
2.66,26221
26.46,90159
7.63,49774
29.63,102339
7.62,40547
25.03,82407
4.29,41147
11.92,68956
17.47,60789
23.36,83319
27.42,87431
23.98,82969
24.08,82712
3.06,39742
17.0,75569
13.3,60134
0.41,30936
12.56,55739
12.63,49832
9.89,57493
7.11,53299
2.27,38587
10.03,43948
12.76,64860
8.56,39245
25.04,85936
24.28,85753
20.67,81326
21.41,76433
18.05,69851
8.31,46346
3.03,30668
18.16,62597
6.84,40888
26.3,91428
13.33,58485
26.88,84306
24.53,81737
17.61,69415
22.07,74863
27.09,88053
5.09,41130
10.1,52873
18.61,68012
1.34,17508
20.9,68379
4.37,48593
23.35,74146
23.57,80839
27.27,90765
9.22,35729
13.87,55127
2.81,28846
14.82,59425
12.68,52249
5.01,50693
8.58,55780
24.62,80959
21.5,81203
9.74,42112
28.99,113653
22.83,85655
0.39,20735
27.53,97114
9.75,57804
2.2,36506
28.35,89606
18.19,70679
29.45,96864
5.5,49906
17.49,58835
18.49,64638
2.74,38103
4.13,38281
15.0,78140
12.17,48352
20.24,81592
27.66,99778
12.59,56746
12.82,53306
2.2,42720
22.27,87878
15.88,63347
16.86,59732
19.53,72371
18.42,72351
12.7,47214
20.53,74349
24.38,90455
17.2,68606
7.42,39589
25.7,82008
3.97,32859
23.89,91153
24.29,83980
24.25,85209
22.28,79652
23.64,95439
15.76,66006
24.06,81944
0.93,27740
18.57,76366
13.97,56672
13.83,60461
20.63,73866
17.23,67509
22.0,73201
0.54,21428
4.99,34894
25.26,84520
2.98,30101
13.13,54430
19.39,77549
6.1,39074
7.65,31934
14.29,55887
26.71,89150
15.1,62637
23.6,75504
18.11,70254
26.08,95452
4.94,48501
26.95,82758
4.43,45228
26.85,97215
21.5,65330
5.65,39302
6.41,32152
1.6,27558
10.15,60861
6.32,52528
1.84,25200
18.34,69937
16.9,63338
10.41,50756
8.36,45338
13.05,57785
8.87,47896
29.83,92260
27.38,92793
10.68,50007
20.06,79124
14.54,66946
18.48,75508
23.47,78148
18.04,69334
26.05,97476
9.1,61226
29.59,95376
29.03,107687
27.13,88686
26.31,86304
4.1,31310
25.15,79176
0.18,25147
14.11,69653
16.69,60753
3.85,36110
13.27,64521
26.51,80288
0.65,16474
20.89,86033
12.42,67344
7.14,47528
24.25,86508
16.39,74389
29.63,109906
12.71,70863
19.18,66131
21.22,72725
5.17,45337
13.63,52387
3.24,45612
18.76,71372
25.39,89079
15.32,59619
1.67,39553
14.07,66211
15.13,69892
6.16,52842
0.04,25434
2.99,35644
1.74,35544
10.14,50252
20.38,78223
25.54,88483
27.28,78628
21.45,84113
1.86,35182
12.9,65163
10.72,55344
29.33,81409
26.05,78837
26.22,88915
20.2,80763
18.41,66665
17.22,64243
10.0,49365
15.83,54465
23.58,89441
9.81,48562
7.25,36525
16.62,71409
4.44,36017
4.68,35151
14.25,66579
13.47,62273
28.76,102396
2.7,33290
0.73,31277
29.33,95141
23.77,72192
14.05,70539
23.97,82258
13.5,54704
28.18,106789
13.95,52813
25.21,88482
17.49,61925
9.23,46009
11.69,44055
5.24,37963
11.28,59477
12.26,51402
19.1,66120
20.64,75081
1.92,23912
6.1,40205
15.35,59102
27.81,95748
24.53,86083
3.76,43694
19.86,79921
28.22,97498
22.54,80914
2.39,30549
26.01,101093
18.89,73478
1.99,28023
29.29,94958
20.15,78454
12.37,61249
10.89,56401
26.99,90279
15.55,61508
15.45,65748
15.95,67875
0.08,21169
23.28,78798
4.78,33521
2.01,27460
16.46,55647
21.83,77412
15.7,65772
1.71,27354
16.97,66182
1.12,27969
8.23,44116
12.95,70695
11.97,53991
20.93,81760
27.9,93605
7.73,50873
0.71,32990
28.07,102050
20.2,75476
5.68,36886
8.04,41752
10.52,60801
1.14,19314
1.42,23909
28.47,103747
18.87,66965
21.87,85039
25.31,94106
11.28,46855
13.47,55766
8.2,45484
25.08,82261
6.01,37404
16.18,57943
16.26,65944
8.72,41962
24.35,82523
20.84,88284
17.37,69549
10.87,53143
5.93,26399
7.84,41726
0.52,22529
5.22,44875
0.34,26404
2.63,23285
20.8,70149
26.62,77812
7.92,47337
22.66,84108
7.3,58813
3.05,42815
27.04,96292
14.81,65464
19.03,80257
2.45,31549
27.79,103160
1.93,40063
27.24,97011
5.79,44054
9.12,54475
13.82,63540
21.89,76676
13.28,60210
26.78,93456
1.78,32994
25.93,82143
11.64,54425
29.79,104650
28.49,89254
16.91,69463
23.34,90410
5.73,35210
13.37,65786
25.06,76597
29.64,93600
13.96,67990
29.04,95969
27.12,95173
11.78,57407
15.76,68895
2.38,35096
26.45,98546
14.29,53676
22.34,80960
3.6,38728
19.85,77138
9.26,51002
22.95,85019
13.39,52461
11.07,53379
5.7,30330
2.8,30857
26.66,85312
16.43,64483
8.26,34946
20.22,72137
20.46,73839
1.45,30403
22.12,81142
28.61,104909
9.51,49723
7.37,47848
18.64,77683
25.37,87696
9.32,54140
3.07,35641
25.47,90896
27.45,85442
12.51,51982
14.17,62434
4.39,48505
20.86,89627
2.23,28535
24.52,90196
9.69,55028
24.27,83283
28.18,93157
1.31,34583
25.47,88591
20.57,78658
9.55,55843
1.68,25121
14.58,57468
10.84,49883
25.14,88192
2.8,26724
9.85,48249
18.9,79238
11.94,67251
23.26,86961
6.76,46436
19.06,68510
4.08,30010
3.2,44311
7.23,42488
16.78,66420
6.96,51607
22.29,80253
11.83,62200
13.78,57939
4.27,40909
26.71,96037
10.24,55307
10.15,46027
8.37,49285
19.8,79600
20.7,73158
8.71,36487
15.12,56147
13.24,55193
10.1,46741
24.81,92389
8.5,55636
29.26,96746
3.5,33525
24.21,85614
22.04,90411
4.68,33978
17.05,73753
8.03,54801
1.3,33689
26.31,86394
16.58,78638
24.07,90508
2.51,43172
21.2,75277
29.06,87548
26.29,85382
21.02,69684
18.42,75515
19.26,61711
16.87,75262
19.98,73302
23.66,78321
13.05,61735
13.28,56328
27.99,92424
29.69,96531
10.08,52996
0.99,28557
16.04,68605
11.07,57434
13.58,57763
8.25,43639
4.41,30846
10.31,48000
19.55,73072
24.84,92966
2.49,37240
1.7,34583
13.46,64691
21.67,69096
5.81,38096
1.82,34361
4.46,40578
4.39,24159
14.92,66060
9.21,46156
14.48,56062
8.33,53741
5.47,39053
12.2,58569
5.49,37984
26.65,98910
10.26,44634
15.62,65581
8.19,40385
5.71,44473
10.9,54302
18.27,77389
3.54,30908
21.11,77687
18.55,78794
5.74,53929
12.24,58319
23.23,77012
24.64,80811
2.71,31441
5.26,48581
26.08,84542
13.52,61287
28.56,98778
18.2,77099
29.41,93648
8.02,46444
24.59,88271
7.4,47750
24.54,79207
2.86,40499
22.14,71888
6.52,44255
28.28,85892
12.1,62676
12.54,48981
11.99,69298
3.67,44712
